[,latitude,longitude,]
[,35.03378,-89.79579,]
[,39.32811,-76.4397,]
[,35.16209,-89.9184,]
[,41.75802,-72.68348,]
[,32.39132,-97.33343,]
[,39.75272,-75.51311,]
[,31.19916,-91.01151,]
[,27.5397,-99.50436,]
[,36.86702,-76.23423,]
[,30.44324,-88.91666,]
[,34.82686,-77.45981,]
[,40.89915,-74.05594,]
[,40.78274,-74.15395,]
[,30.71998,-88.14975,]
[,42.63977,-73.78568,]
[,36.73603,-119.73327,]
[,36.7577,-119.73557,]
[,36.06364,-86.717,]
[,42.1092,-86.4479,]
[,33.68781,-116.18182,]
[,30.5633,-90.48254,]
[,30.19507,-82.63721,]
[,35.99852,-84.92084,]
[,35.01231,-85.22683,]
[,32.85755,-80.03207,]
[,32.7355,-97.10278,]
[,27.93759,-82.2789,]
[,40.30806,-75.95672,]
[,39.22484,-76.61346,]
[,26.24053863,-98.39129142,]
[,35.22757,-111.57982,]
[,29.67393,-82.31976,]
[,41.48428,-87.74031,]
[,39.333,-76.70061,]
[,33.74807,-79.44778,]
[,30.8474,-93.77007,]
[,27.9452,-82.52946,]
[,33.5197115,-101.9241939,]
[,41.1132224,-81.50008227,]
[,33.78876,-97.72076,]
[,43.7843,-88.46684,]
[,33.54878,-101.92573,]
[,42.86642,-72.86702,]
[,35.89537,-80.07098,]
[,39.82169,-84.28742,]
[,39.79549825,-105.0251563,]
[,43.11285,-72.42799,]
[,40.62838959,-74.07640488,]
[,40.88784,-74.15005,]
[,30.37246,-81.68778,]
[,40.65151,-74.21593,]
[,34.10678,-117.38033,]
[,42.09941,-75.92053,]
[,41.71764,-83.66585,]
[,33.5980005,-84.33828547,]
[,41.98561,-72.5111,]
[,32.93283,-96.80457,]
[,39.81288,-104.91896,]
[,39.83982,-84.13985,]
[,28.337286,-81.39785171,]
[,30.39878,-88.50996,]
[,28.2449,-82.18932,]
[,47.98013,-102.48239,]
[,30.10569,-91.99063,]
[,29.7776,-96.15659,]
[,30.69297,-94.94402,]
[,32.14241,-95.47718,]
[,42.20202,-83.54301,]
[,38.29943,-86.95537,]
[,35.53382,-77.02305,]
[,35.919,-76.24136,]
[,38.14458,-85.86904,]
[,33.58174,-84.41164,]
[,33.58144,-84.46943,]
[,41.10611,-114.97406,]
[,37.03675,-78.47642,]
[,32.77423,-80.25764,]
[,31.38604883,-82.14218102,]
[,28.88234,-82.54149,]
[,30.72171,-86.11964,]
[,31.30717,-82.85004,]
[,35.0644,-89.84524,]
[,35.11374,-89.94578,]
[,35.12753,-118.46774,]
[,30.70875,-88.19353,]
[,35.63527,-106.04876,]
[,33.78267,-113.61133,]
[,36.06668,-95.97573,]
[,40.01474,-82.99252,]
[,27.83455,-82.72834,]
[,39.06523,-84.2894,]
[,38.86667,-83.18944,]
[,41.58684,-87.48093,]
[,38.71861,-104.69864,]
[,29.58433,-96.32969,]
[,31.81368,-85.97094,]
[,31.35344,-88.93546,]
[,32.13237,-96.23517,]
[,44.96013,-93.3697,]
[,39.69872,-104.90413,]
[,44.29466,-93.28047,]
[,28.01556,-82.58331,]
[,38.36501,-81.65139,]
[,30.62069,-89.65363,]
[,33.96885,-80.94627,]
[,28.65315,-81.34759,]
[,30.08635,-92.67218,]
[,40.85517,-111.92969,]
[,39.6462,-106.93525,]
[,32.64731,-96.89186,]
[,29.26315,-81.05106,]
[,30.70957,-84.936,]
[,28.01926,-82.50491,]
[,41.27804,-75.8569,]
[,30.29968,-89.39758,]
[,37.07915,-106.00886,]
[,28.27577,-82.62263,]
[,30.45712,-91.0083,]
[,41.74708,-87.74136,]
[,38.56757,-90.34267,]
[,29.69152,-95.68813,]
[,39.17772535,-84.28162852,]
[,30.1056,-85.20058,]
[,30.29918,-95.45753,]
[,35.16394,-90.03677,]
[,36.04949,-86.65147,]
[,41.50097,-73.05259,]
[,29.87947,-95.61294,]
[,31.81696,-94.84359,]
[,30.61485,-92.7662,]
[,30.23499,-92.17712,]
[,41.52718,-74.03392,]
[,34.09133,-117.43568,]
[,43.19411,-71.14894,]
[,35.09127,-89.90009,]
[,39.05963,-94.47087,]
[,29.93963,-89.95599,]
[,30.46779,-81.61919,]
[,41.83399,-71.46756,]
[,35.8154,-80.26292,]
[,40.47967,-74.48494,]
[,32.70825,-96.01774,]
[,39.8677,-105.02498,]
[,34.17587,-79.76641,]
[,26.13663,-80.15572,]
[,35.12604,-117.95744,]
[,29.82656,-90.00532,]
[,35.05601,-106.73897,]
[,42.53611,-114.47964,]
[,38.24241,-81.56482,]
[,25.83927,-80.27399,]
[,38.73931972,-89.67833704,]
[,44.28725053,-88.40542428,]
[,41.4682,-81.60336,]
[,36.31435759,-119.7807356,]
[,41.2393,-77.0301,]
[,40.0329702,-75.17762065,]
[,36.30973832,-119.2071024,]
[,42.40691,-83.09792,]
[,40.70357702,-73.9081906,]
[,33.73801,-84.16936,]
[,32.70617947,-97.072182,]
[,40.19663924,-74.72503227,]
[,29.16530442,-80.99839671,]
[,33.68162745,-84.4077,]
[,33.17465,-96.50438,]
[,27.95128493,-80.65568071,]
[,37.01043676,-76.35334623,]
[,30.5332,-96.69876,]
[,40.63691549,-73.9367593,]
[,32.46504337,-84.91983611,]
[,40.89896458,-73.85375764,]
[,28.15254985,-81.4400236,]
[,42.683292,-84.5480974,]
[,42.24474903,-85.5895749,]
[,32.53658,-84.90424,]
[,29.82861246,-95.39241244,]
[,35.04972854,-89.85676397,]
[,40.62061349,-111.893373,]
[,40.18028462,-74.02648587,]
[,28.86927766,-81.25025716,]
[,42.71713,-71.31925,]
[,42.93771,-78.89121,]
[,32.73352049,-79.96922358,]
[,38.36148,-98.75187,]
[,31.08991,-97.73405,]
[,31.48562,-82.01647,]
[,39.22258,-105.99291,]
[,34.93362,-90.00787,]
[,41.83178,-71.58375,]
[,29.31785,-99.46655,]
[,32.12174,-81.26551,]
[,35.14525,-119.46627,]
[,37.31614,-81.26504,]
[,40.58084,-83.1015,]
[,30.52682,-89.69786,]
[,37.69493,-113.06275,]
[,38.68346,-104.70449,]
[,28.80073733,-81.88761068,]
[,37.55568,-88.97218,]
[,33.78469,-89.80992,]
[,33.950434,-118.3521759,]
[,43.01218,-82.92846,]
[,28.67463,-81.3156,]
[,32.74768,-81.65733,]
[,38.72979,-90.38506,]
[,42.13737349,-72.56995863,]
[,40.71469,-74.25009,]
[,40.57446,-76.98884,]
[,29.9566,-82.92368,]
[,38.7907,-84.3518,]
[,30.7854,-92.42518,]
[,42.0849,-76.80414,]
[,35.63227,-88.78835,]
[,48.59457,-93.40366,]
[,28.17464,-82.74823,]
[,38.7732,-90.22015,]
[,34.0416,-117.48653,]
[,38.4198,-75.05692,]
[,36.55444,-87.39562,]
[,42.96381,-85.69669,]
[,32.74342,-93.97752,]
[,29.21611,-81.05596,]
[,29.03343,-82.66978,]
[,34.87305,-82.35906,]
[,42.26741,-88.85102,]
[,36.62473,-119.3198,]
[,32.78211,-115.5524,]
[,32.66607,-114.40974,]
[,39.6954,-104.77253,]
[,29.35479,-98.47911,]
[,42.94686,-104.15862,]
[,41.66363,-83.57053,]
[,38.77215,-90.27994,]
[,37.38366,-79.73019,]
[,32.61172,-90.0536,]
[,40.43971,-84.0407,]
[,40.75881,-84.12567,]
[,42.58479,-76.36765,]
[,26.75340195,-80.07646656,]
[,36.54469,-119.28615,]
[,36.94719558,-77.39280539,]
[,31.80125,-81.41897,]
[,29.79608,-95.1418,]
[,34.11431,-117.90681,]
[,27.76068,-97.43895,]
[,39.90241,-82.53463,]
[,36.22547344,-119.3369839,]
[,42.28797,-72.40678,]
[,38.71734,-84.82343,]
[,32.25124,-83.74079,]
[,39.40537,-119.22346,]
[,32.90217,-79.98682,]
[,41.66941,-87.71938,]
[,39.28127,-80.27511,]
[,42.9878,-87.90979,]
[,40.79968946,-73.20993642,]
[,41.46548,-82.15712,]
[,38.06244,-85.88645,]
[,28.85289,-81.6716,]
[,31.69932,-106.21575,]
[,33.53024,-81.94568,]
[,39.40295,-84.56773,]
[,45.17236,-113.88556,]
[,31.97513,-91.65358,]
[,35.82858,-88.91547,]
[,37.70709,-97.28049,]
[,36.74051,-91.87089,]
[,41.64127,-87.70423,]
[,44.74933,-85.63542,]
[,35.98949,-76.93092,]
[,30.47457,-89.06969,]
[,33.49308,-86.85374,]
[,37.6674407,-87.93138083,]
[,42.47413,-83.18224,]
[,40.62259,-75.40147,]
[,36.97247,-120.04485,]
[,36.58383,-80.66122,]
[,28.61533,-80.81956,]
[,25.89023,-80.16956,]
[,34.08683,-117.95958,]
[,44.61233,-69.34088,]
[,34.69053,-90.37576,]
[,36.57872,-82.16681,]
[,40.58564,-102.30272,]
[,36.29317,-82.49663,]
[,36.20631,-119.36738,]
[,33.54049,-86.87074,]
[,38.93351,-95.09604,]
[,40.15909,-103.21202,]
[,26.37842,-98.80586,]
[,42.39813,-82.95128,]
[,33.56789,-97.83604,]
[,42.54652,-114.36482,]
[,30.34767,-81.52463,]
[,35.29581,-119.0196,]
[,29.36825,-98.50418,]
[,35.29998,-76.78864,]
[,38.61664,-90.22073,]
[,43.63607,-113.30081,]
[,35.22273,-112.48051,]
[,29.72283,-95.62879,]
[,35.50547,-119.27775,]
[,33.56907,-86.89911,]
[,39.95384,-75.27698,]
[,30.40655,-89.44116,]
[,35.16098,-90.00117,]
[,36.34365,-119.29678,]
[,39.3623,-74.43064,]
[,39.98132,-74.77498,]
[,30.35207,-96.53383,]
[,42.71197,-84.57389,]
[,37.74876612,-81.12626342,]
[,36.51762,-119.54877,]
[,42.40694,-82.92757,]
[,29.87101,-95.30061,]
[,43.06998,-76.16561,]
[,40.62185332,-79.72340454,]
[,41.49307,-90.54768,]
[,31.79177,-106.46587,]
[,41.26715,-78.49747,]
[,31.76651,-106.31887,]
[,37.81751,-85.92467,]
[,42.38664,-83.21864,]
[,41.01666,-75.89092,]
[,42.16766,-83.26682,]
[,29.86542,-95.68465,]
[,43.75468,-85.14758,]
[,39.42883,-84.53664,]
[,36.41664,-79.34864,]
[,25.83941,-80.28982,]
[,37.215,-89.205,]
[,33.98915,-118.31292,]
[,42.34325,-83.23032,]
[,29.90291,-90.15253,]
[,33.49469,-86.82667,]
[,33.90378,-84.56603,]
[,33.63961,-86.68378,]
[,44.94844,-90.80022,]
[,33.52497,-91.4343,]
[,31.51639,-82.63489,]
[,29.21317,-81.02417,]
[,44.79626,-69.88006,]
[,26.69023,-81.97426,]
[,36.60371,-120.18315,]
[,31.50933,-94.35558,]
[,37.09676,-84.62085,]
[,34.13465,-117.28519,]
[,25.84645,-80.23275,]
[,41.24911,-80.85046,]
[,36.04657,-79.79948,]
[,35.33545,-119.01636,]
[,43.0481,-76.19735,]
[,42.53489,-83.08305,]
[,31.6316,-96.26897,]
[,26.63607,-81.8623,]
[,33.56136,-85.11587,]
[,28.46573,-82.51445,]
[,42.19601,-72.62016,]
[,42.41739,-83.25977,]
[,46.48248,-93.9564,]
[,39.27959,-84.5641,]
[,36.09802,-119.57639,]
[,43.98873,-72.12337,]
[,33.72193,-84.46462,]
[,32.7453,-99.89679,]
[,41.43046,-81.88717,]
[,40.28284,-76.89752,]
[,38.31999,-104.70441,]
[,31.37484,-94.43354,]
[,35.04768,-118.17114,]
[,40.50243,-74.38897,]
[,39.97622611,-75.11975332,]
[,33.94658,-81.07867,]
[,32.85086,-96.97708,]
[,28.80772,-81.55759,]
[,41.50625,-87.67727,]
[,40.11266,-104.52113,]
[,32.62373,-97.28672,]
[,39.76988,-82.10313,]
[,33.39842,-82.05186,]
[,26.78358,-80.08733,]
[,31.30403,-89.32917,]
[,34.86927,-81.95825,]
[,28.69848,-81.30829,]
[,43.59641,-85.1376,]
[,28.52341,-82.29652,]
[,39.98516,-80.00848,]
[,35.3955,-118.96735,]
[,36.62258,-79.38387,]
[,29.6556,-81.65743,]
[,29.40269,-95.27385,]
[,42.11073,-83.28417,]
[,28.57681,-81.88416,]
[,35.07491,-89.93172,]
[,40.77208,-74.22939,]
[,42.96261,-77.07635,]
[,32.8966,-94.55044,]
[,34.12131,-117.37411,]
[,29.81612,-95.75207,]
[,43.12786582,-89.36350201,]
[,32.78556,-97.06084,]
[,25.50048,-80.44501,]
[,44.87064,-88.6113,]
[,42.42703,-83.33667,]
[,37.03774,-88.66265,]
[,37.07268,-88.97431,]
[,35.13322,-89.96271,]
[,40.8995,-73.83219,]
[,46.61949,-94.17674,]
[,33.54879,-101.83737,]
[,27.99677,-81.68299,]
[,35.05431,-93.39092,]
[,42.74091,-84.50943,]
[,33.62061,-84.3792,]
[,26.01843,-80.16866,]
[,41.51543,-81.57008,]
[,32.86461,-83.57125,]
[,28.41824,-96.71867,]
[,27.25243,-80.37671,]
[,40.83633153,-74.11367634,]
[,40.29009,-109.99756,]
[,36.43716,-77.2313,]
[,33.46992,-86.88432,]
[,29.79401,-95.33833,]
[,26.16682,-98.03028,]
[,26.38422,-98.13495,]
[,36.80129,-119.7706,]
[,32.05037,-81.10735,]
[,32.61061,-85.49034,]
[,42.44111,-83.35641,]
[,32.60435,-96.8184,]
[,34.19688,-79.70404,]
[,34.96271,-90.04892,]
[,36.78054,-119.7545,]
[,35.24309659,-87.32937358,]
[,40.78074,-96.70287,]
[,27.16531,-80.21915,]
[,40.68156,-73.87154,]
[,28.93248746,-82.37795193,]
[,38.69679583,-75.78682124,]
[,37.10274,-89.90467,]
[,35.35971,-119.00315,]
[,40.21065025,-74.79578862,]
[,30.384,-89.10104,]
[,33.76141,-84.24923,]
[,26.58852903,-81.94193221,]
[,29.22224,-82.12401,]
[,33.90649928,-80.3795819,]
[,28.23565,-82.30482,]
[,38.74734,-105.18557,]
[,29.69043,-90.7852,]
[,32.79961,-83.6519,]
[,31.95404,-81.30866,]
[,30.29721,-92.04948,]
[,26.31241,-98.23972,]
[,33.95401,-118.2045,]
[,37.44513,-77.04375,]
[,36.20883,-120.10351,]
[,42.18313,-75.63309,]
[,43.23617,-77.06384,]
[,32.72905,-109.09385,]
[,42.68552,-82.73038,]
[,29.90793,-93.9204,]
[,36.58844,-119.61063,]
[,40.71123,-74.07855,]
[,36.77921146,-119.8600121,]
[,36.26729,-86.75648,]
[,33.86049,-84.6652,]
[,42.7411,-84.60161,]
[,32.92239,-80.09522,]
[,42.96266,-78.81381,]
[,41.04827,-111.67284,]
[,29.82915,-95.7201,]
[,29.6824,-95.15234,]
[,32.97979752,-115.5474125,]
[,33.18864,-102.83146,]
[,31.81235,-106.44467,]
[,32.57838,-97.35435,]
[,34.36346,-92.80746,]
[,32.99771,-87.623,]
[,33.90381,-84.1168,]
[,33.45339,-112.20351,]
[,31.12972,-95.44601,]
[,31.33988056,-110.9376649,]
[,36.79494,-119.84435,]
[,39.3627,-93.48792,]
[,41.34575,-82.1139,]
[,36.44844,-103.18222,]
[,39.78703,-89.65071,]
[,36.53768,-114.44323,]
[,35.86018,-76.73873,]
[,38.99396,-119.16788,]
[,41.98419,-88.6564,]
[,31.48093,-89.7169,]
[,37.29618,-80.00459,]
[,42.19017,-86.25981,]
[,38.96684,-84.59776,]
[,32.18302,-96.89029,]
[,31.79545,-106.51099,]
[,39.19621,-94.58597,]
[,28.54142,-81.2443,]
[,44.49979,-75.27956,]
[,38.18664,-85.63667,]
[,41.54029,-87.33626,]
[,30.28717,-92.00667,]
[,32.6739985,-115.5043125,]
[,42.68996,-83.37462,]
[,41.38945,-75.69992,]
[,30.37556,-89.37608,]
[,35.65896,-80.50038,]
[,35.1487,-89.90881,]
[,40.03164,-83.14159,]
[,41.80919,-87.64561,]
[,34.16106,-80.90953,]
[,39.7831,-104.77451,]
[,26.67536,-81.81425,]
[,33.99593,-81.05753,]
[,33.74398291,-117.0224798,]
[,40.7795,-74.01657,]
[,41.96968166,-87.65484695,]
[,31.27192,-83.46452,]
[,33.88705,-84.28745,]
[,41.70455487,-83.58542679,]
[,34.14485292,-83.95794377,]
[,39.07362,-83.38664,]
[,34.35371,-82.92101,]
[,42.06842,-72.00931,]
[,34.9175,-95.31673,]
[,42.56382,-114.61075,]
[,40.77049,-111.9168,]
[,39.34156,-84.55972,]
[,42.66349,-71.32494,]
[,41.85915194,-73.5526863,]
[,36.94698,-79.36275,]
[,42.46775,-73.39074,]
[,32.67036,-97.37564,]
[,28.0573,-81.81583,]
[,34.93997,-100.89232,]
[,36.75054,-119.71973,]
[,41.66788,-78.81268,]
[,33.51158,-86.83614,]
[,41.79694,-110.53973,]
[,36.97447,-76.98945,]
[,26.13133,-80.14931,]
[,33.39901,-112.0732,]
[,32.42373,-99.79276,]
[,32.95096,-96.73748,]
[,34.016,-118.15686,]
[,31.11573,-85.59068,]
[,37.32270658,-79.95396901,]
[,43.58286,-71.75121,]
[,29.51754,-98.59483,]
[,36.15057573,-86.85648864,]
[,35.61652,-118.47832,]
[,41.41221,-81.6026,]
[,39.35841,-76.59491,]
[,30.04497,-95.3469,]
[,39.95825,-75.23573,]
[,29.44847,-98.5994,]
[,33.52206,-112.15157,]
[,39.81989,-84.23566,]
[,28.87825,-81.31967,]
[,35.37594,-118.93856,]
[,40.79419,-74.19836,]
[,28.01884,-81.62801,]
[,29.46848,-81.25507,]
[,31.89849,-89.00333,]
[,36.91965,-89.35011,]
[,36.00403,-120.1297,]
[,41.80354,-72.69526,]
[,34.10851,-83.70476,]
[,32.0705,-81.10091,]
[,27.94947,-81.72655,]
[,38.21081,-85.76871,]
[,38.96516,-77.02761,]
[,45.51140048,-92.981583,]
[,34.06224,-81.00871,]
[,40.80069,-91.10964,]
[,39.54184,-119.73569,]
[,37.52063,-77.51239,]
[,38.13089,-77.52166,]
[,45.37532,-87.95224,]
[,30.71005,-88.09721,]
[,38.28862,-85.82559,]
[,33.92936,-116.97375,]
[,35.79653,-83.59061,]
[,33.66445,-94.12192,]
[,30.30271,-81.98195,]
[,35.70887,-77.90685,]
[,32.32555,-111.21819,]
[,40.17533,-77.40063,]
[,35.9386,-77.82944,]
[,35.04263,-85.16615,]
[,37.9455,-104.83368,]
[,42.43385,-83.03141,]
[,38.13039,-104.01572,]
[,36.93043,-80.94177,]
[,32.82266,-97.22936,]
[,34.89705,-81.7613,]
[,41.38623,-81.90304,]
[,28.75911,-82.29408,]
[,33.55947,-84.37104,]
[,34.28396,-81.63725,]
[,42.3573,-90.00544,]
[,25.84116,-80.20076,]
[,29.9201,-82.70944,]
[,30.73782,-95.33854,]
[,43.47345,-114.26506,]
[,29.89434,-90.13056,]
[,30.32967,-97.68971,]
[,32.63294,-96.94718,]
[,35.4497,-97.3913,]
[,36.74805,-120.38689,]
[,38.54663,-90.25881,]
[,30.0044,-95.30869,]
[,44.49995,-114.22353,]
[,38.95449,-76.87486,]
[,40.70174,-105.00046,]
[,34.10757,-117.45369,]
[,32.57182,-89.10631,]
[,29.89733,-95.52473,]
[,32.83969,-83.66241,]
[,38.13586,-85.68534,]
[,43.53738,-109.64376,]
[,39.91307,-83.79816,]
[,43.25011,-83.79133,]
[,35.34605,-80.88791,]
[,30.06359,-91.73669,]
[,26.49194,-81.81165,]
[,42.95636,-115.29234,]
[,25.76221,-80.30383,]
[,42.86665,-109.87177,]
[,33.39949,-111.85709,]
[,32.47463,-99.72996,]
[,32.81191526,-96.70159279,]
[,26.60504,-81.61037,]
[,35.08758,-80.86236,]
[,34.9012,-77.55268,]
[,42.3728,-83.09699,]
[,38.55392,-90.32314,]
[,32.35151,-86.32342,]
[,36.60486,-119.52972,]
[,33.56435,-112.06523,]
[,44.58351,-69.59962,]
[,42.87947,-72.55935,]
[,42.26707,-72.67015,]
[,31.38708,-83.22586,]
[,43.11238,-88.02547,]
[,37.72635,-89.22794,]
[,36.37895,-84.39507,]
[,41.56104,-73.03863,]
[,39.1866,-96.05258,]
[,38.60398,-83.17386,]
[,35.76787888,-119.2467754,]
[,33.92385,-117.44057,]
[,31.52186,-92.69987,]
[,38.75831,-77.46548,]
[,28.55298,-81.39211,]
[,42.89284,-78.84032,]
[,32.97631,-81.7606,]
[,40.71808,-116.10767,]
[,43.01662,-88.0285,]
[,33.21124,-117.23068,]
[,38.73339,-90.24139677,]
[,30.99627,-87.25952,]
[,38.67413,-90.37893,]
[,33.94942,-118.21746,]
[,36.85377,-77.89033,]
[,27.98141,-82.341,]
[,41.28112,-110.33639,]
[,37.73084,-88.93269,]
[,41.53811892,-81.61688222,]
[,43.63389,-116.3162,]
[,27.52366,-82.57291,]
[,34.12137,-117.28584,]
[,40.45510484,-80.01498272,]
[,33.13702595,-117.1312734,]
[,40.0612,-82.98706,]
[,34.10277,-117.31142,]
[,40.62679862,-74.07804647,]
[,41.5013,-81.55502,]
[,40.73614045,-74.17388472,]
[,43.24823,-77.60619,]
[,33.1979,-84.28465,]
[,29.86108,-90.04041,]
[,38.87414,-90.09936,]
[,42.92643,-85.64804,]
[,35.94079,-77.79571,]
[,42.88179,-73.35839,]
[,42.46004773,-83.10379519,]
[,39.54547,-119.77446,]
[,31.10462,-97.36577,]
[,38.24930649,-85.79117147,]
[,33.64727,-85.86321,]
[,38.6058514,-90.2228086,]
[,42.48925,-83.06678,]
[,38.60719,-90.24133,]
[,35.40107,-80.60846,]
[,39.7613337,-105.0253162,]
[,32.5632,-93.78626,]
[,45.02907775,-93.33665244,]
[,29.42953,-98.54275,]
[,41.81144096,-87.66509027,]
[,44.95154098,-72.15833084,]
[,37.67197,-97.27905,]
[,32.69676,-117.08685,]
[,27.99246,-82.45948,]
[,39.16967188,-84.42496377,]
[,36.8669,-81.42284,]
[,38.43773,-82.6858,]
[,37.49341,-94.28207,]
[,38.56400835,-90.25838273,]
[,36.82673,-119.87297,]
[,34.08954,-117.37027,]
[,27.87872,-82.32661,]
[,30.46912,-86.65049,]
[,42.25074,-71.76784,]
[,34.00836,-83.84126,]
[,39.36023,-76.77582,]
[,34.00009903,-118.0814578,]
[,42.69064,-71.1505,]
[,46.00599,-102.64114,]
[,41.70427,-87.75971,]
[,37.30319,-89.97835,]
[,30.39789,-91.92671,]
[,41.60083,-87.59234,]
[,31.21629,-99.84239,]
[,29.04672,-81.9866,]
[,30.57471,-103.87833,]
[,37.29265,-77.29668,]
[,36.87329,-76.17132,]
[,29.695,-97.30415,]
[,40.39207,-104.56464,]
[,43.49398,-88.55749,]
[,32.43794,-86.47271,]
[,28.35562,-80.74347,]
[,37.41752,-84.65348,]
[,35.25418,-80.43812,]
[,38.30815,-84.14256,]
[,40.05875,-106.38539,]
[,44.89104,-88.30747,]
[,29.66941,-100.01251,]
[,36.85888,-120.4584,]
[,40.06367,-77.83035,]
[,40.8645,-86.49963,]
[,34.47526,-82.00671,]
[,41.48222,-87.68314,]
[,38.25254,-77.42579,]
[,28.39256,-81.37639,]
[,47.29451,-101.02429,]
[,35.86853,-83.75348,]
[,28.61835,-81.38376,]
[,40.2201,-74.76376,]
[,32.61913,-87.31554,]
[,32.85669,-96.06499,]
[,40.68412,-73.78297,]
[,26.57217,-80.06253,]
[,33.25823,-103.31892,]
[,33.8092,-84.24199,]
[,25.87602,-80.33965,]
[,33.55579,-81.70541,]
[,36.11268,-79.35384,]
[,32.28576,-104.10094,]
[,32.31612,-84.51873,]
[,28.02924,-81.90786,]
[,41.68608,-87.62086,]
[,33.74289,-118.28793,]
[,41.17143,-73.20592,]
[,27.24224,-80.84796,]
[,36.44479,-78.20203,]
[,44.90384,-83.44315,]
[,33.80722,-93.37608,]
[,28.05474,-82.33537,]
[,40.83762,-73.92236,]
[,34.97884,-79.20164,]
[,30.99826,-93.67033,]
[,38.55397,-121.7877,]
[,43.80201,-91.75304,]
[,38.63411,-112.12138,]
[,30.74635,-88.07849,]
[,39.74364,-75.53661,]
[,25.82462,-80.21666,]
[,33.77489,-116.95879,]
[,44.37318,-103.72818,]
[,41.72392,-72.6683,]
[,39.20262,-84.22134,]
[,38.82722,-97.62417,]
[,31.9956,-87.27872,]
[,41.48466,-81.78059,]
[,34.61708,-78.99129,]
[,39.31534,-76.46137,]
[,30.82331,-88.35793,]
[,33.79015,-118.26322,]
[,28.06587,-82.45117,]
[,40.65839,-73.90078,]
[,33.91399,-84.59212,]
[,38.72588,-90.30344,]
[,35.20132,-101.82108,]
[,36.23371,-88.08713,]
[,32.68857,-83.349,]
[,42.4452,-83.17957,]
[,38.73166,-86.483,]
[,30.95344,-87.14996,]
[,32.9786,-115.5183,]
[,25.9069,-97.48807,]
[,47.90311,-91.84562,]
[,30.2486,-97.58601,]
[,42.2339,-71.74671,]
[,32.19504,-86.67286,]
[,36.5205,-87.33241,]
[,32.96216,-103.3485,]
[,37.18827,-93.2623,]
[,31.58425,-95.84973,]
[,41.61958,-87.52238,]
[,42.5335677,-83.1127685,]
[,34.6146,-82.50066,]
[,39.71601,-105.69501,]
[,34.74375,-80.77752,]
[,41.28988,-87.40396,]
[,31.8168,-84.112,]
[,35.65943,-109.0426,]
[,40.8782,-74.08489,]
[,43.54744,-116.8026,]
[,34.42634,-117.32818,]
[,35.02777,-79.13934,]
[,28.94263,-99.85004,]
[,33.9017,-117.22635,]
[,41.81086,-71.45373,]
[,36.11593,-79.42988,]
[,36.25438,-86.651,]
[,38.81233,-104.82248,]
[,33.03943,-110.38174,]
[,35.16687,-89.83688,]
[,28.6464775,-81.20817227,]
[,35.17163,-89.81501,]
[,28.13597,-80.64782,]
[,36.38511,-119.21552,]
[,35.31055,-79.04285,]
[,31.60797,-94.67278,]
[,32.3995,-90.12234,]
[,44.26961,-96.13194,]
[,35.59937,-77.37601,]
[,40.34922,-104.70526,]
[,41.43846,-81.56461,]
[,27.76753,-82.6564,]
[,37.25613,-83.19828,]
[,32.47336,-85.01701,]
[,40.07437,-93.60109,]
[,32.07081,-82.91021,]
[,32.72309,-117.08488,]
[,35.576,-77.42564,]
[,40.89938,-80.99416,]
[,34.00015,-117.36427,]
[,29.76315,-82.86624,]
[,31.96358,-89.87914,]
[,36.62421,-79.95968,]
[,31.2967,-97.36455,]
[,40.26187,-76.85998,]
[,30.5355,-83.8695,]
[,36.70673,-119.78947,]
[,41.25151,-80.79655,]
[,30.48947,-85.41761,]
[,40.03725,-107.90762,]
[,40.91483,-73.88959,]
[,29.41497,-82.10983,]
[,41.11054,-79.49223,]
[,40.91809,-74.16627,]
[,43.86089,-69.62659,]
[,35.6877,-105.9445,]
[,32.69171,-97.08004,]
[,30.4408,-90.40366,]
[,44.62883,-73.11649,]
[,33.74738,-116.99152,]
[,36.75748,-119.8341,]
[,44.44163,-73.67551,]
[,43.58232,-116.55718,]
[,28.4864,-81.40686,]
[,35.09127,-85.3107,]
[,31.31853,-83.91843,]
[,42.25947738,-85.55548796,]
[,32.79938,-94.71906,]
[,30.1552,-95.22211,]
[,48.35507,-99.99687,]
[,35.72215,-77.9164,]
[,44.04256,-88.5427,]
[,38.27782,-77.48105,]
[,32.09304,-83.79611,]
[,35.42708,-84.48257,]
[,28.78637,-82.12925,]
[,31.16814,-96.67706,]
[,25.77974,-80.22936,]
[,31.70271,-87.77632,]
[,32.41714,-81.80154,]
[,34.06437,-101.84734,]
[,27.91042,-82.01414,]
[,38.26661,-85.7837,]
[,37.05708,-120.82156,]
[,36.63493,-80.20648,]
[,43.96988,-75.62555,]
[,29.96509,-95.45201,]
[,31.98254,-95.09213,]
[,32.28909,-81.07952,]
[,29.61343,-82.81686,]
[,37.67928,-106.35909,]
[,42.47082,-92.35706,]
[,36.06908,-79.42775,]
[,35.07751,-79.76255,]
[,32.75146,-96.68298,]
[,32.37481,-86.29643,]
[,40.23069,-82.45262,]
[,38.95721,-111.86011,]
[,32.00732,-97.13023,]
[,40.98987,-79.6115,]
[,35.96245,-119.04559,]
[,37.38253,-82.25615,]
[,30.33242,-81.65319,]
[,32.48679,-84.98322,]
[,33.53565,-84.31429,]
[,39.96651,-82.0099,]
[,35.76862,-79.8074,]
[,38.54438,-106.92872,]
