[,latitude,longitude,]
[,29.7315,-94.9575,]
[,40.12023,-77.19006,]
[,36.00842,-83.92608,]
[,29.02883,-95.397,]
[,40.58109,-85.87341,]
[,28.92271,-82.465,]
[,40.63231,-77.57043,]
[,34.34643,-79.16573,]
[,39.25579,-94.9001,]
[,37.52129,-82.56929,]
[,38.61623,-89.11435,]
[,30.39411,-87.27795,]
[,31.01641,-83.86509,]
[,39.11447,-92.22504,]
[,31.94027,-81.92757,]
[,36.99871,-94.31592,]
[,39.69436,-75.76414,]
[,30.73094,-90.50911,]
[,41.16494,-80.72433,]
[,32.96102,-97.68099,]
[,36.8741859,-81.76505614,]
[,37.00249,-79.88205,]
[,39.97987,-77.62448,]
[,30.53755,-87.31305,]
[,28.82364,-81.68964,]
[,35.46995,-85.03557,]
[,37.58899,-84.28382,]
[,33.29861,-96.39672,]
[,42.84914,-93.61674,]
[,37.41865,-88.89323,]
[,40.21957,-85.76656,]
[,39.01831,-99.89002,]
[,31.9719,-83.78267,]
[,42.04361,-92.92728,]
[,32.03444,-88.72795,]
[,36.69393,-95.62961,]
[,32.3065,-95.30075,]
[,34.93613,-81.04368,]
[,33.11873,-97.02939,]
[,30.85743,-100.6043,]
[,35.33529,-97.47673,]
[,34.92017,-95.74424,]
[,31.49491,-110.25735,]
[,40.61475,-87.3185,]
[,39.70746,-86.12067,]
[,36.15538,-95.95816,]
[,37.04765,-86.20933,]
[,41.09317,-84.26579,]
[,32.79323,-95.45169,]
[,37.30108,-93.4239,]
[,40.11982,-74.25356,]
[,32.81034,-96.93449,]
[,40.24069,-88.63113,]
[,32.08203,-98.34351,]
[,31.06618,-98.17725,]
[,32.55592,-84.23972,]
[,34.33364,-79.43393,]
[,31.57114,-84.17617,]
[,30.13972,-85.5913,]
[,35.21287,-101.88405,]
[,35.43737,-84.58976,]
[,41.10114,-81.34628,]
[,38.41714,-89.9895,]
[,35.53236,-97.95718,]
[,41.5945,-98.91316,]
[,29.81847,-81.32293,]
[,35.55286,-76.62572,]
[,30.45176,-93.44144,]
[,38.96673,-92.74921,]
[,34.55106,-102.31656,]
[,34.03679,-81.00822,]
[,36.16567,-85.51528,]
[,40.02789,-88.5734,]
[,30.04623,-94.89275,]
[,31.17054,-84.7355,]
[,31.53084,-83.84183,]
[,30.53311,-96.69869,]
[,36.81583,-93.89351,]
[,37.13789,-93.36274,]
[,40.75057,-79.8165,]
[,43.60358,-84.07638,]
[,31.7331,-95.67261,]
[,35.7549,-95.41178,]
[,33.32068,-111.84641,]
[,32.17033,-96.01757,]
[,40.68029,-82.02697,]
[,40.77691,-87.74054,]
[,39.04393,-84.50522,]
[,38.93782,-80.83199,]
[,43.12706053,-95.15148283,]
[,38.43346,-81.83684,]
[,34.51311,-88.21233,]
[,33.67443,-101.3888,]
[,41.02468,-89.40958,]
[,34.36522,-86.00278,]
[,36.00314,-83.86973,]
[,33.85348,-84.66935,]
[,41.49003,-90.47894,]
[,30.91388,-83.25986,]
[,36.30025,-82.46813,]
[,36.08678,-79.7122,]
[,36.86186,-87.53252,]
[,34.9778,-81.06519,]
[,35.93684,-83.90743,]
[,34.92423,-85.34948,]
[,28.76392,-81.73711,]
[,34.93063,-88.45719,]
[,36.61418,-83.71046,]
[,40.05872,-95.59911,]
[,32.99818,-94.62773,]
[,34.75499,-92.21961,]
[,35.82095,-90.65028,]
[,34.83205,-92.18748,]
[,42.99642,-78.17506,]
[,39.08347,-78.59178,]
[,34.78953,-82.68882,]
[,42.93503,-85.33538,]
[,31.70291,-98.12096,]
[,27.9546,-97.93284,]
[,34.13411,-79.9353,]
[,33.39227,-112.06884,]
[,32.64726,-96.90163,]
[,36.26673,-86.71088,]
[,26.65262,-81.91872,]
[,39.8173,-75.25936,]
[,28.7138,-96.21651,]
[,42.39889,-94.62218,]
[,41.64725,-91.5411,]
[,43.08288,-94.24331,]
[,34.47713,-86.57352,]
[,34.44596,-86.75475,]
[,30.32538,-90.91991,]
[,36.57717,-86.52514,]
[,36.74356,-108.36056,]
[,34.19491,-91.94044,]
[,41.9429,-86.55479,]
[,38.00174,-79.15819,]
[,36.96345,-78.13242,]
[,37.20501,-82.29195,]
[,40.94755,-81.46519,]
[,40.12548,-96.67159,]
[,36.45555,-103.18649,]
[,36.60648,-94.78799,]
[,41.83191,-86.25748,]
[,31.55504,-87.87733,]
[,34.72036,-81.63953,]
[,30.08442,-92.6722,]
[,26.96999,-82.35303,]
[,34.92638,-77.7728,]
[,39.37725,-94.36239,]
[,45.22001,-85.01528,]
[,36.12603,-80.06838,]
[,35.36945,-86.83898,]
[,40.98429,-81.78062,]
[,38.42863,-86.93816,]
[,41.45327,-84.74809,]
[,42.26287,-84.59996,]
[,32.32487,-86.29913,]
[,33.79549,-86.8201,]
[,33.52712442,-82.10969348,]
[,37.38046,-80.82175,]
[,43.24567,-73.81971,]
[,43.37925,-84.65707,]
[,40.102,-79.59073,]
[,39.1494,-84.37939,]
[,38.73158,-90.07634,]
[,41.67027,-76.26929,]
[,40.26912,-81.86916,]
[,31.7204,-85.82738,]
[,37.97176,-87.60995,]
[,40.5746,-86.18858,]
[,39.4333,-99.27512,]
[,41.26324,-83.41962,]
[,40.46439,-87.68759,]
[,35.1637,-94.67258,]
[,29.67713,-97.648,]
[,34.51649,-82.48708,]
[,40.1119,-85.6529,]
[,27.7298299,-97.38135747,]
[,26.17117,-98.26744,]
[,39.06103,-84.0649,]
[,40.75679,-83.82326,]
[,41.6772,-94.50333,]
[,35.96606,-77.87201,]
[,35.34367,-94.42245,]
[,42.92769,-78.75423,]
[,34.84745,-85.82728,]
[,32.75347,-96.47307,]
[,34.77539,-82.3208,]
[,27.54344,-99.49831,]
[,27.89483,-81.97632,]
[,33.15768,-96.94218,]
[,38.71412,-85.4824,]
[,31.10762768,-85.59799287,]
[,42.95422,-74.37815,]
[,40.09979,-76.09901,]
[,35.33867,-81.87374,]
[,39.81232,-85.17725,]
[,43.0043308,-78.2075081,]
[,36.06195,-76.61874,]
[,34.21466111,-83.03750844,]
[,31.08807,-97.79395,]
[,36.97993,-85.617,]
[,38.45275,-82.61257,]
[,38.5504,-82.78059,]
[,37.12186,-76.39216,]
[,30.87534,-84.20341,]
[,43.3991,-95.74871,]
[,32.48726,-86.99632,]
[,31.59993,-97.08815,]
[,37.77663,-87.16956,]
[,38.3174,-88.89624,]
[,35.97154,-78.50983,]
[,32.54901,-82.88077,]
[,31.42142,-100.48447,]
[,35.69722,-81.22398,]
[,34.8767,-84.09312,]
[,29.76866,-95.01084,]
[,39.31796,-94.91492,]
[,35.64407,-101.58777,]
[,32.66193,-96.90118,]
[,40.43351,-86.12589,]
[,40.01523,-89.28082,]
[,40.1561,-82.6808,]
[,35.9153,-94.96421,]
[,36.33844,-89.16051,]
[,34.43711,-89.90453,]
[,35.44119,-88.63248,]
[,42.42144,-94.98004,]
[,29.21174,-99.7794,]
[,41.4327,-82.69268,]
[,39.10103,-94.40961,]
[,41.54611,-93.64485,]
[,31.92695,-87.73795,]
[,40.66998,-79.00974,]
[,41.68562,-93.77914,]
[,34.1186,-83.22569,]
[,33.80236,-85.18791,]
[,34.01094,-81.78983,]
[,34.81373,-77.45303,]
[,30.31968,-93.66178,]
[,34.24033,-87.59194,]
[,35.52662,-84.34806,]
[,31.48093,-89.7169,]
[,36.19139,-93.03187,]
[,36.81908,-76.11986,]
[,37.31522,-82.94458,]
[,37.86724,-90.58626,]
[,33.94809,-93.84327,]
[,40.13869,-87.396,]
[,35.40389,-94.38468,]
[,30.7802,-85.24054,]
[,42.79706,-78.82019,]
[,38.18707,-84.28761,]
[,27.78863,-97.66835,]
[,39.92365,-82.88259,]
[,38.06319,-81.82273,]
[,38.16607,-85.68152,]
[,40.63012,-79.14525,]
[,37.54686,-97.27008,]
[,27.97115,-82.74626,]
[,33.01474,-96.53527,]
[,38.14203,-90.55273,]
[,36.16987,-80.26255,]
[,30.90822,-84.57648,]
[,35.26581,-79.58817,]
[,34.04233,-85.06016,]
[,34.0171,-80.44612,]
[,28.09656,-82.0053,]
[,36.41785,-82.9933,]
[,40.51913,-80.03228,]
[,42.65498,-83.37168,]
[,34.25084,-83.46149,]
[,39.36115,-99.84617,]
[,28.04503,-80.62168,]
[,34.01081,-85.25674,]
[,36.89826,-93.57316,]
[,35.94803,-97.59524,]
[,31.66345,-82.0238,]
[,35.99347,-96.11401,]
[,40.83885,-77.6769,]
[,31.27152,-83.46517,]
[,30.40193,-91.92689,]
[,43.07104,-75.75223,]
[,40.66096,-78.77875,]
[,33.02335,-96.44147,]
[,41.06909,-85.03572,]
[,41.105,-81.24239,]
[,40.13025,-95.23136,]
[,42.97142,-85.68462,]
[,34.53598,-101.76943,]
[,35.16386,-101.88477,]
[,26.96748,-82.07879,]
[,35.32747,-84.52307,]
[,30.47281,-90.45724,]
[,37.65034,-84.95647,]
[,41.46703,-82.17818,]
[,39.9299,-85.85102,]
[,26.15718,-97.83038,]
[,37.6947,-97.39204,]
[,31.64215,-89.56592,]
[,35.96384,-88.6916,]
[,43.17709,-84.85088,]
[,34.91838,-95.31548,]
[,29.37991799,-95.10657506,]
[,36.15403,-81.14655,]
[,34.95512,-85.25799,]
[,40.87172,-75.23367,]
[,30.88211,-85.16135,]
[,34.5145,-86.25924,]
[,28.61266,-81.43326,]
[,32.39271,-86.25777,]
[,34.87373,-87.62321,]
[,39.00855,-84.61155,]
[,35.86538,-101.96838,]
[,34.91722,-95.71608,]
[,40.03694,-74.6024,]
[,38.69535,-75.37909,]
[,37.75857,-77.47441,]
[,29.46356,-95.04554,]
[,36.48214,-82.49886,]
[,40.00978,-79.10312,]
[,34.23364,-87.6374,]
[,36.10827,-87.22927,]
[,33.85192,-84.20932,]
[,30.40706,-91.22945,]
[,30.27021,-93.78065,]
[,41.27845,-80.84291,]
[,44.05178,-73.45745,]
[,30.28764,-92.00671,]
[,35.49971,-80.60936,]
[,40.02025,-98.07129,]
[,40.04749,-76.72367,]
[,30.2261,-85.5894,]
[,43.10306,-75.65961,]
[,35.68292,-79.84348,]
[,35.47875,-97.59795,]
[,38.14872,-92.61973,]
[,39.34099,-84.56631,]
[,37.93348,-75.36654,]
[,40.3984,-79.56353,]
[,35.00946,-85.70661,]
[,35.86202,-77.83266,]
[,32.86928,-93.98787,]
[,40.91777,-81.10581,]
[,31.58025,-94.62567,]
[,34.26488,-85.19614,]
[,37.94029,-87.87089,]
[,37.5567,-82.77216,]
[,36.03268,-80.17042,]
[,32.22622,-81.51089,]
[,38.41193,-82.36552,]
[,32.800602,-96.7509007,]
[,36.81154,-97.28864,]
[,34.49015,-78.66288,]
[,42.98744,-85.07076,]
[,33.54169,-82.13508,]
[,32.21569,-80.70431,]
[,41.43879,-97.38154,]
[,33.53257,-85.93988,]
[,27.29872,-82.47966,]
[,30.40699,-88.74691,]
[,42.70110507,-73.71712803,]
[,33.69615,-84.53435,]
[,38.19656,-85.84081,]
[,30.37802,-88.52487,]
[,36.61023,-83.75504,]
[,34.30837,-83.9628,]
[,39.68776,-83.94379,]
[,40.61136,-77.70914,]
[,40.11349,-85.59055,]
[,28.57465,-81.88194,]
[,37.8187,-86.0075,]
[,28.22312,-82.72291,]
[,34.87981,-82.70214,]
[,41.59434,-83.64577,]
[,33.7509,-88.11005,]
[,34.51135,-82.76123,]
[,37.66928,-92.64106,]
[,33.25138,-87.60384,]
[,37.99022,-85.71068,]
[,34.33221,-86.76057,]
[,30.60357,-87.13857,]
[,40.0107256,-79.5872458,]
[,33.83915,-83.8937,]
[,36.21513,-86.60046,]
[,38.49959,-90.33466,]
[,41.16143,-80.63392,]
[,40.75662,-75.59497,]
[,43.21202,-82.99641,]
[,36.297,-80.33517,]
[,36.5072,-80.62466,]
[,30.77054,-84.48824,]
[,39.16959,-90.78273,]
[,35.25137,-114.03879,]
[,35.60306,-86.69993,]
[,39.8311,-84.84065,]
[,34.11709,-84.67926,]
[,43.07924,-75.53895,]
[,35.0855,-80.69665,]
[,37.75755,-85.98517,]
[,32.78348,-97.38605,]
[,41.20601,-79.39102,]
[,29.52609,-96.06971,]
[,42.98409,-83.65333,]
[,35.80766,-80.37452,]
[,26.25681,-98.14401,]
[,37.74416,-87.04345,]
[,40.69273,-89.48346,]
[,32.3122349,-86.22384783,]
[,29.71402,-85.00904,]
[,31.9697,-110.30343,]
[,42.34696,-88.28268,]
[,36.05967,-90.54528,]
[,38.82953,-91.03101,]
[,43.24078,-78.20838,]
[,34.25338,-85.35358,]
[,34.20923,-83.4806,]
[,29.48907,-98.5079,]
[,34.92766,-84.94495,]
[,28.02866,-80.57642,]
[,39.59246,-110.79018,]
[,34.48606,-82.60735,]
[,32.7866,-85.19232,]
[,32.75242,-97.13165,]
[,36.79834,-76.32544,]
[,32.82435,-96.6469,]
[,31.75236,-89.15369,]
[,30.50689,-90.34386,]
[,30.19318,-92.05915,]
[,43.88252,-85.50832,]
[,36.2557,-83.78966,]
[,38.61088,-89.5154,]
[,36.27636,-86.68974,]
[,36.1917,-79.89129,]
[,33.93025,-80.36734,]
[,39.8097,-84.22509,]
[,41.33535,-75.78644,]
[,42.23374,-84.33071,]
[,35.08402,-77.14799,]
[,42.42468,-84.17299,]
[,40.29889,-79.54311,]
[,40.45249,-92.16932,]
[,35.42023,-97.56561,]
[,39.48798,-74.45861,]
[,39.41195,-87.44496,]
[,35.42075,-97.4384,]
[,30.5648,-81.82883,]
[,33.5962,-85.92298,]
[,32.83394,-97.17548,]
[,27.9376,-82.29071,]
[,43.116,-77.49609,]
[,40.30223,-84.1632,]
[,30.5352802,-84.2157317,]
[,37.39949,-84.42709,]
[,33.5488916,-101.9103342,]
[,30.6759,-88.17429,]
[,30.30589544,-97.71580029,]
[,33.95366,-81.41602,]
[,32.46627,-93.66692,]
[,30.43488,-84.35764,]
[,40.3682,-96.19328,]
[,42.14915,-79.997,]
[,33.57663,-92.83387,]
[,43.08434553,-89.30093255,]
[,40.16173,-79.8853,]
[,37.70838,-97.28246,]
[,30.47518,-86.40507,]
[,41.49366,-82.09509,]
[,37.33965,-94.29696,]
[,42.17074,-83.77267,]
[,39.68092,-88.30179,]
[,31.87981,-102.32813,]
[,35.96679,-83.18034,]
[,41.96564,-87.99654,]
[,26.67375,-80.11504,]
[,29.93429,-91.01541,]
[,29.49885,-94.99509,]
[,36.03288,-78.97971,]
[,42.71908,-85.47159,]
[,31.68762,-89.20699,]
[,34.79753,-92.25575,]
[,38.20355,-79.00668,]
[,31.24991,-93.34096,]
[,34.24197,-83.89328,]
[,41.20966,-96.62005,]
[,37.72109,-76.38585,]
[,41.42651,-82.18564,]
[,32.26714,-92.72388,]
[,37.01578,-81.95831,]
[,36.01228,-83.86826,]
[,37.44507,-79.11983,]
[,42.46217,-78.11237,]
[,33.39241,-96.94792,]
[,30.70541,-88.15041,]
[,40.70377,-80.39996,]
[,33.19458,-87.47434,]
[,33.89936,-79.13126,]
[,36.15324,-80.35875,]
[,41.49068,-83.72652,]
[,38.179,-85.62306,]
[,34.75679,-89.45158,]
[,35.13522,-85.2808,]
[,41.59301,-81.54015,]
[,32.7410535,-97.25278453,]
[,39.22984,-83.25967,]
[,39.63271,-84.92216,]
[,35.06092,-83.95309,]
[,43.5864,-88.43325,]
[,37.73669,-84.31159,]
[,29.49647,-98.3979,]
[,37.51943,-77.35243,]
[,27.74911,-97.43751,]
[,31.07996,-91.06066,]
[,33.9273,-79.03748,]
[,30.76391,-85.20116,]
[,38.85654,-83.89808,]
[,30.52172,-91.1424,]
[,30.40168,-90.11234,]
[,38.84386,-82.24365,]
[,33.61494,-83.07746,]
[,41.42493,-82.35014,]
[,37.42842,-88.34611,]
[,34.53402,-83.97661,]
[,39.91198,-79.71173,]
[,41.84649,-84.7479,]
[,41.3436,-82.11641,]
[,40.44312,-80.23627,]
[,35.96773,-79.76414,]
[,33.76227,-84.19867,]
[,31.0322,-82.74446,]
[,33.38914,-94.10796,]
[,30.84074,-82.00674,]
[,31.09964,-87.07919,]
[,33.85801,-98.56355,]
[,38.32207,-82.44618,]
[,28.33074,-81.47198,]
[,34.73557,-86.6469,]
[,37.61272,-87.52786,]
[,34.90784,-76.93575,]
[,33.60376,-86.12206,]
[,34.69014,-92.32873,]
[,39.03151,-83.93869,]
[,42.25139,-83.66721,]
[,40.78605,-80.3368,]
[,40.62404,-91.37375,]
[,36.00152,-83.97305,]
[,30.17104,-93.21386,]
[,26.13851743,-81.74822573,]
[,42.9131,-74.57095,]
[,40.05688,-77.51006,]
[,34.32267,-83.50139,]
[,35.42972,-81.50145,]
[,41.42759,-82.11955,]
[,30.17768,-93.37604,]
[,34.90961,-87.53174,]
[,33.67364,-84.80505,]
[,37.63523,-85.40047,]
[,35.12885643,-85.24635255,]
[,33.1195,-85.56463,]
[,41.21247,-95.98779,]
[,41.59814,-93.51884,]
[,30.43968,-87.28154,]
[,30.72001,-88.15315,]
[,40.84069,-75.71049,]
[,34.65657,-93.06134,]
[,40.23275,-85.41071,]
[,39.03393,-94.41573,]
[,27.42191,-80.37361,]
[,42.4791,-88.10062,]
[,37.94776,-87.49227,]
[,33.30403,-87.60617,]
[,31.05494,-97.37502,]
[,38.87872,-98.85613,]
[,33.67311,-78.90755,]
[,44.96348,-85.19868,]
[,26.06231,-80.20802,]
[,40.5112,-85.67297,]
[,36.9045,-76.13711,]
[,31.38515,-92.43459,]
[,42.20989,-78.01541,]
[,42.87542,-78.69686,]
[,35.29556,-81.84687,]
[,31.33534,-89.36681,]
[,41.75400021,-87.74376344,]
[,39.95222,-83.13095,]
[,31.52613,-87.33281,]
[,39.82151,-83.64599,]
[,30.05408,-83.18104,]
[,35.83301,-80.27614,]
[,36.91698,-94.26084,]
[,34.73454196,-76.79069571,]
[,27.73802958,-97.42581566,]
[,40.01617,-74.88772,]
[,35.38313,-82.57076,]
[,30.38727,-88.51691,]
[,39.09541,-84.60758,]
[,26.40994,-98.96809,]
[,39.16821,-81.85193,]
[,29.20909,-82.06906,]
[,43.52415,-84.68143,]
[,38.41198,-81.5039,]
[,36.21101,-81.05643,]
[,39.78098,-77.3782,]
[,30.41412,-88.65311,]
[,41.40443,-75.41335,]
[,33.27668,-86.85259,]
[,34.91047,-85.52867,]
[,30.56893,-90.48251,]
[,27.70438,-97.38817,]
[,33.34148,-86.43314,]
[,35.68399,-88.78093,]
[,30.16781,-93.23241,]
[,40.49541,-80.05538,]
[,35.08739,-106.58973,]
[,43.56972,-76.12566,]
[,31.69821,-106.19618,]
[,35.21323,-84.83265,]
[,33.03678,-111.37909,]
[,39.6748,-81.8789,]
[,35.58301,-77.29044,]
[,35.7834,-77.94979,]
[,26.68017,-81.80582,]
[,40.5412,-79.78659,]
[,34.18731,-88.71989,]
[,34.07634,-84.64768,]
[,32.51113,-84.9826,]
[,35.2184,-80.11292,]
[,26.12855,-97.63486,]
[,40.42704,-84.37887,]
[,34.11045,-80.83702,]
[,39.68574,-84.22081,]
[,42.79529,-76.12164,]
[,34.86003,-89.69247,]
[,32.51265,-86.21284,]
[,28.10527,-81.97355,]
[,33.41754,-94.10451,]
[,39.08159,-84.18567,]
[,42.02694,-85.81927,]
[,38.37694,-88.05863,]
[,32.50697,-94.58533,]
[,36.06837,-79.87404,]
[,42.71852,-87.83811,]
[,32.86078,-97.27932,]
[,34.893,-86.43311,]
[,37.53439,-82.46604,]
[,42.4248,-74.01754,]
[,38.5295,-89.9706,]
[,26.29427,-98.31251,]
[,42.033,-96.0972,]
[,35.71654745,-81.23087232,]
[,33.56337,-101.91823,]
[,40.42707,-78.42113,]
[,31.5179,-92.70781,]
[,34.94011,-85.72631,]
[,39.77605,-87.23372,]
[,32.25794,-101.45367,]
[,37.01633,-95.92841,]
[,36.4102,-82.4743,]
[,35.79278,-84.26086,]
[,38.58224,-92.28702,]
[,38.31753,-81.52049,]
[,42.74173,-93.21385,]
[,42.03661,-91.55755,]
[,39.91555,-82.8609,]
[,35.09739,-81.85486,]
[,41.16205,-80.69161,]
[,26.24449,-80.19505,]
[,39.51452,-84.75301,]
[,30.64905,-88.15889,]
[,36.44466,-83.59126,]
[,37.22409,-87.16895,]
[,33.67629,-78.99882,]
[,35.46975,-78.16307,]
[,39.7889,-86.08501,]
[,36.2641,-95.85133,]
[,31.06057,-97.45724,]
[,39.75217,-92.46664,]
[,32.6624,-95.48445,]
[,36.18487,-94.12513,]
[,32.67448,-95.70368,]
[,35.63263,-82.17318,]
[,31.80154,-97.08736,]
[,38.48417,-90.73513,]
[,32.33417,-86.29903,]
[,35.16122,-107.83412,]
[,39.75559,-89.64934,]
[,30.31033,-104.01741,]
[,32.18487,-86.5724,]
[,34.00063,-95.08672,]
[,42.24114,-83.59898,]
[,31.23542,-89.3021,]
[,36.52396,-86.03825,]
[,38.25677,-76.9724,]
[,42.95882,-83.69254,]
[,34.93578,-88.52002,]
[,29.78629,-95.96593,]
[,36.94094,-82.47823,]
[,39.6084628,-79.9580095,]
[,40.21948,-76.9687,]
[,42.96812,-91.81464,]
[,34.69373,-89.81089,]
[,31.34675,-89.32954,]
[,31.34675,-89.25406,]
[,35.4386,-87.27988,]
[,29.48143,-90.58089,]
[,35.90522,-92.62551,]
[,32.30847,-89.8218,]
[,35.02957,-84.38509,]
[,38.45298,-90.36217,]
[,34.98474,-80.37383,]
[,35.89162,-82.82997,]
[,40.34235,-80.02616,]
[,38.95642,-84.54082,]
[,33.96853,-78.39147,]
[,33.87774,-80.69643,]
[,43.81572,-84.36661,]
[,38.45781,-78.00957,]
[,36.61722,-88.31503,]
[,31.74252,-106.3626,]
[,32.74645,-97.01675,]
[,33.60174,-98.62428,]
[,36.7273,-86.57851,]
[,30.47103,-87.22502,]
[,39.64807,-86.86539,]
[,27.75625,-98.08265,]
[,33.92968,-80.33682,]
[,39.99113,-88.26153,]
[,43.2185,-77.93757,]
[,41.81735,-78.28481,]
[,35.65842544,-78.83540782,]
[,35.68859,-82.01513,]
[,34.95509,-83.7595,]
[,38.03462,-97.94035,]
[,31.47247,-100.43211,]
[,29.82135,-95.05744,]
[,43.29696,-85.08484,]
[,42.08538,-78.42989,]
[,27.72277,-82.4338,]
[,39.16705,-94.52129,]
[,34.91159765,-82.42952046,]
[,29.55125,-81.24229,]
[,42.07993,-80.09084,]
[,34.29948,-79.87747,]
[,40.46994,-80.07658,]
[,35.19252,-89.89393,]
[,29.9936,-97.88395,]
[,43.05124,-83.61326,]
[,40.26609,-76.84103,]
[,40.42199,-89.78502,]
[,40.79618,-90.4033,]
[,30.79039,-97.42753,]
[,29.69792,-96.7768,]
[,40.33671,-84.37439,]
[,43.52618,-89.304,]
[,34.65659,-106.77824,]
[,33.03961,-97.02749,]
[,39.71708,-82.98685,]
[,30.6995,-95.53523,]
[,29.55844,-98.26567,]
[,36.04884,-90.96858,]
[,29.46619,-98.3918,]
[,33.95251,-78.04877,]
[,32.29348,-84.01924,]
[,40.31131,-77.15279,]
[,36.88306,-89.92445,]
[,34.1873,-96.98994,]
[,28.62258,-96.63818,]
[,37.96146,-87.39906,]
[,40.97588,-78.52695,]
[,30.68837,-92.26421,]
[,37.9951,-87.48791,]
[,35.58995,-87.09719,]
[,32.99088,-95.93483,]
[,35.45068,-83.37709,]
[,36.84377,-76.15163,]
[,42.13563,-98.03533,]
[,33.08754,-82.02113,]
[,30.00154,-91.84211,]
[,33.6971,-80.22462,]
[,35.14622,-90.19588,]
[,35.95969,-95.38364,]
[,28.5523625,-81.44964153,]
[,38.922,-90.19329,]
[,34.51432,-97.95246,]
[,30.5403,-97.55331,]
[,30.79925,-81.69783,]
[,32.42997,-83.06554,]
[,40.27719,-81.76002,]
[,34.19877,-79.26177,]
[,30.32147,-89.26352,]
[,28.9195,-98.55415,]
[,37.94248967,-91.77432373,]
[,37.00008,-91.71118,]
[,35.38339,-80.58424,]
[,40.439,-99.3714,]
[,40.42874,-79.70718,]
[,27.44964,-82.54671,]
[,39.09857,-79.67558,]
[,33.23941,-86.81795,]
[,27.44951,-82.52164,]
[,33.82864,-84.61391,]
[,29.57074,-95.77661,]
[,42.90136,-78.68333,]
[,35.26713224,-89.7686713,]
[,42.24295,-96.47211,]
[,34.58252,-80.90665,]
[,37.13854,-88.40227,]
[,33.94041,-87.22107,]
[,34.17168,-83.29086,]
[,40.94601,-77.79556,]
[,31.8459,-106.58154,]
[,41.30107,-95.40271,]
[,38.18813,-99.09254,]
[,38.19038,-94.02118,]
[,41.82862,-83.85126,]
[,36.49625,-90.07055,]
[,44.04828,-83.68768,]
[,44.05087,-94.40664,]
[,37.42388,-86.48222,]
[,36.36855,-95.9961,]
[,40.90104,-80.85366,]
[,32.80365,-81.94093,]
[,31.51775,-96.52956,]
[,40.13817,-79.89833,]
[,39.13005039,-84.61471942,]
[,39.37518,-97.12613,]
[,41.23307,-80.24118,]
[,35.92611,-87.31837,]
[,31.26132,-92.44955,]
[,35.56278,-81.19579,]
[,37.96821,-80.77274,]
[,39.17574,-84.23856,]
[,38.0753,-75.56018,]
[,38.76211,-78.62579,]
[,33.13607,-95.60743,]
[,35.35271,-79.78402,]
[,36.49428,-86.87964,]
[,36.02,-86.57674,]
[,34.88215,-83.98404,]
[,39.79612,-77.72758,]
[,34.76302,-87.6963,]
[,32.96247,-96.68252,]
[,42.68436,-75.50117,]
[,28.44046,-99.23574,]
[,35.41439,-78.67332,]
[,28.84254,-97.00058,]
[,41.090346,-85.6279475,]
[,44.4158,-83.32996,]
[,40.07235,-80.8557,]
[,31.30374,-89.40987,]
[,29.98206,-92.13928,]
[,31.50312,-82.85049,]
[,35.19584,-101.89467,]
[,43.21808,-77.8003,]
[,40.52022,-97.59576,]
[,34.08592,-96.76998,]
[,35.14238,-81.86057,]
[,35.27363,-93.13386,]
[,26.15755,-97.98264,]
[,35.9557,-85.81181,]
[,28.48078,-81.33092,]
[,30.56784,-100.64462,]
[,37.67599,-97.41678,]
[,32.99745,-93.46104,]
[,36.29798,-95.32241,]
[,36.08832,-95.97566,]
[,32.85502,-97.36113,]
[,39.81719,-84.27691,]
[,41.08686,-81.44135,]
[,40.99957,-76.862,]
[,29.23348,-97.95799,]
[,40.30215,-79.49651,]
[,34.41022,-83.89766,]
[,29.95613696,-82.91815608,]
[,32.11831,-81.25526,]
[,37.13109,-92.2701,]
[,30.63629,-90.50688,]
[,38.44304,-92.99707,]
[,41.7976,-85.65276,]
[,31.42835,-86.96655,]
[,35.82075,-78.32433,]
[,33.53837042,-112.1690798,]
[,33.90801,-82.299,]
[,35.69758,-89.97314,]
[,39.75639,-77.57874,]
[,31.98845773,-90.3637305,]
[,37.9895,-100.87614,]
[,41.45498,-88.27178,]
[,32.74626,-81.64553,]
[,30.85146,-88.05888,]
[,33.58198,-112.17033,]
[,41.23155,-77.0003,]
[,35.22154,-114.20575,]
[,40.14797,-88.96554,]
[,33.85529,-89.29073,]
[,35.23532,-91.67068,]
[,32.53437,-84.90675,]
[,33.11917,-96.10932,]
[,33.45768,-82.19785,]
[,41.21268459,-80.76156589,]
[,27.872,-82.70571,]
[,43.04316,-74.85758,]
[,32.1185,-81.16665,]
[,38.43284,-81.76953,]
[,39.80532,-74.98856,]
[,34.69336,-79.91054,]
[,34.44899,-83.80407,]
[,43.0019,-83.78044,]
[,41.42554,-82.07923,]
[,33.78877,-97.72071,]
[,43.07873,-88.90426,]
[,36.31984,-87.68767,]
[,39.02996,-82.02272,]
[,32.14367,-95.31585,]
[,39.25102,-76.69323,]
[,42.86789208,-85.64503243,]
[,41.73326,-86.23032,]
[,42.02228,-95.36816,]
[,31.5769,-91.31141,]
[,35.31195,-87.77402,]
[,30.2944,-82.98029,]
[,37.49253,-77.48855,]
[,40.76574,-89.47353,]
[,40.95999,-81.56606,]
[,36.5499,-82.44433,]
[,39.35334,-78.03167,]
[,39.81548,-84.19828,]
[,37.84362,-87.58569,]
